DATE,PRICE
2023-04-20,92.38584311144803
2023-04-21,90.56773870335849
2023-04-24,90.36900520271031
2023-04-25,90.69230120278793
2023-04-26,92.04259066799874
2023-04-27,91.56679535015911
2023-04-28,90.82946830472677
2023-05-01,90.37486650189508
2023-05-02,91.20595805505128
2023-05-03,91.50629205942505
2023-05-04,91.02280991886458
2023-05-05,91.49120138101169
2023-05-08,91.58006192202069
2023-05-09,92.4714578654684
2023-05-10,91.82453267086966
2023-05-11,91.52415082356914
2023-05-12,91.1659798338343
2023-05-15,89.84146794716477
2023-05-16,90.10790103748164
2023-05-17,90.34343977316833
2023-05-18,90.34805956390491
2023-05-19,90.13636304439464
2023-05-22,88.8695852822794
2023-05-23,88.49654466743367
2023-05-24,88.19377327932885
2023-05-25,87.48904539920915
2023-05-26,87.34805180153491
2023-05-29,87.70169632398667
2023-05-30,89.37161271037894
2023-05-31,89.5277719872052
2023-06-01,89.75864829756223
2023-06-02,89.69185151668039
2023-06-05,87.98727583827922
2023-06-06,87.96395009396835
2023-06-07,88.01694692423129
2023-06-08,90.21194044501163
2023-06-09,90.03857468350796
2023-06-12,90.31049338830678
2023-06-13,90.27915045797977
2023-06-14,89.23021910782022
2023-06-15,90.25581159949898
2023-06-16,90.93703281480401
2023-06-19,91.65922642131189
2023-06-20,90.8294674951783
2023-06-21,92.11259688947139
2023-06-22,90.83032424648513
2023-06-23,91.36493561568031
2023-06-26,93.3883237952238
2023-06-27,92.46784488971058
2023-06-28,91.94568147870922
2023-06-29,92.03735227345501
2023-06-30,91.57513117381187
2023-07-03,90.16606229543122
2023-07-04,90.22790402784953
2023-07-05,89.27448273348314
2023-07-06,89.69828267630639
2023-07-07,88.8773546164786
2023-07-10,90.26562617129068
2023-07-11,89.56137930122874
2023-07-12,89.2734005484036
2023-07-13,90.00261716206072
2023-07-14,88.9015969963166
2023-07-17,89.10404266481456
2023-07-18,90.2764052358226
2023-07-19,88.83682863194772
2023-07-20,89.00100301055485
2023-07-21,89.23260211685238
2023-07-24,89.93297728840881
2023-07-25,88.82740249066232
2023-07-26,87.66218520520766
2023-07-27,88.12092672703157
2023-07-28,88.38302137114378
2023-07-31,88.60469203927654
2023-08-01,88.91219376792424
2023-08-02,88.30962001712474
2023-08-03,88.51496073796761
2023-08-04,88.77475422829517
2023-08-07,88.14285020744144
2023-08-08,89.80283466880547
2023-08-09,90.22935977353957
2023-08-10,89.16083159894261
2023-08-11,89.74814616403575
2023-08-14,88.87763667377979
2023-08-15,89.57993909969707
2023-08-16,90.62384395423064
2023-08-17,89.88315360529144
2023-08-18,90.75325087662318
2023-08-21,91.12863721540992
2023-08-22,91.88085704995194
2023-08-23,93.64028025636486
2023-08-24,93.41077983536563
2023-08-25,92.70935577052094
2023-08-28,91.8883495710417
2023-08-29,91.14176446432026
2023-08-30,91.07151968936907
2023-08-31,91.38274254690081
2023-09-01,91.63594031363034
2023-09-04,92.39708113672636
2023-09-05,92.40909528633054
2023-09-06,93.76210236476126
2023-09-07,93.51428263444134
2023-09-08,96.09294226838053
2023-09-11,96.6960491857554
2023-09-12,95.87075378733493
2023-09-13,94.84955878681029
2023-09-14,95.30828747376877
2023-09-15,95.0955467066832
2023-09-18,95.77695912921438
2023-09-19,96.23128591021775
2023-09-20,96.16122722563934
2023-09-21,95.35037794986164
2023-09-22,93.91685068303136
2023-09-25,93.49843274673086
2023-09-26,94.3025906820506
2023-09-27,94.50470290686796
2023-09-28,93.33472374747241
2023-09-29,93.49650173006975
2023-10-02,93.85745496185383
2023-10-03,93.0315441803731
2023-10-04,93.17466699989517
2023-10-05,93.22891856751144
2023-10-06,92.16940620943929
2023-10-09,92.49976733772739
2023-10-10,93.01994890553594
2023-10-11,94.03287798770444
2023-10-12,95.02903794395364
2023-10-13,93.7288288533309
2023-10-16,92.85392537111011
2023-10-17,93.3333894785221
2023-10-18,93.81415732239944
2023-10-19,94.29859143155328
2023-10-20,98.00255672249224
2023-10-23,98.56364409243986
2023-10-24,99.68927802863419
2023-10-25,100.6448664165926
2023-10-26,101.30259814911402
2023-10-27,100.98372513152422
2023-10-30,101.75307639953859
2023-10-31,100.96973380192557
2023-11-01,100.730901596278
2023-11-02,100.24317509932371
2023-11-03,100.32528194377934
2023-11-06,102.67455359855747
2023-11-07,100.77513616635736
2023-11-08,101.46909426322925
2023-11-09,99.8458107337732
2023-11-10,99.3757166705994
2023-11-13,100.46378262889321
2023-11-14,100.52838152741894
2023-11-15,99.45075958305175
2023-11-16,98.74192280111961
2023-11-17,99.41525607310362
2023-11-20,98.69180535318623
2023-11-21,98.90566361687584
2023-11-22,98.95074701944291
2023-11-23,98.30807969305067
2023-11-24,100.43850592711037
2023-11-27,101.07722707039403
2023-11-28,99.0508567974098
2023-11-29,99.23571367698383
2023-11-30,98.5811534401111
2023-12-01,99.42508391591798
2023-12-04,98.6402336651433
2023-12-05,98.52712227358282
2023-12-06,99.02593010544194
2023-12-07,99.8869741274165
2023-12-08,98.69520107869849
2023-12-11,98.36561595184932
2023-12-12,97.89954074837051
2023-12-13,97.26201925490385
2023-12-14,98.99438274493387
2023-12-15,99.39610479128378
2023-12-18,98.15070328833998
2023-12-19,99.05573837706423
2023-12-20,101.18031959957159
2023-12-21,102.23038269035654
2023-12-22,100.6888652905114
2023-12-25,100.20247408358675
2023-12-26,101.4800260356799
2023-12-27,100.76441793418253
2023-12-28,101.21262387443967
2023-12-29,101.99969585339159
